"ID","ISDELETED","NAME","RECORDTYPEID","CREATEDDATE","CREATEDBYID","LASTMODIFIEDDATE","LASTMODIFIEDBYID","SYSTEMMODSTAMP","MAYEDIT","ISLOCKED","LASTVIEWEDDATE","LASTREFERENCEDDATE","ACCOUNT_VOD__C","ADDRESS_LINE_2_VOD__C","CITY_VOD__C","EXTERNAL_ID_VOD__C","DEA_VOD__C","DEA_EXPIRATION_DATE_VOD__C","DEA_LICENSE_ADDRESS_VOD__C","PHONE_VOD__C","FAX_VOD__C","MAP_VOD__C","COMMENT_VOD__C","SHIPPING_VOD__C","PRIMARY_VOD__C","LICENSE_VOD__C","LICENSE_EXPIRATION_DATE_VOD__C","STAFF_NOTES_VOD__C","APPT_REQUIRED_VOD__C","OFFICE_NOTES_VOD__C","LICENSE_STATUS_VOD__C","ZIP_4_VOD__C","PHONE_2_VOD__C","FAX_2_VOD__C","LICENSE_VALID_TO_SAMPLE_VOD__C","SAMPLE_STATUS_VOD__C","INCLUDE_IN_TERRITORY_ASSIGNMENT_VOD__C","MOBILE_ID_VOD__C","INACTIVE_VOD__C","LOCK_VOD__C","COUNTRY_VOD__C","LATITUDE_VOD__C","ZIP_VOD__C","BEST_TIMES_VOD__C","SOURCE_VOD__C","BRICK_VOD__C","ASSMCA_VOD__C","DEA_ADDRESS_VOD__C","DEA_SCHEDULE_VOD__C","BUSINESS_VOD__C","BILLING_VOD__C","HOME_VOD__C","MAILING_VOD__C","STATE_VOD__C","LONGITUDE_VOD__C","DEA_STATUS_VOD__C","ENTITY_REFERENCE_ID_VOD__C","CONTROLLING_ADDRESS_VOD__C","CONTROLLED_ADDRESS_VOD__C","NO_ADDRESS_COPY_VOD__C","ADDRESS_LINE_3_BMS__C","ADDRESS_SOURCE_COUNTRY_BMS_CORE__C","ADDRESS_STATUS_BMS_CORE__C","ADDRESS_TYPE_BMS_CORE__C","CONTACT_NAME_BMS_CA__C","STATUS_BMS__C","CONCATENATED_ADDRESS_BMS__C","CONTACT_TITLE_BMS_CA__C","OFFICE_BMS__C","FORM_EXPIRATION_DATE_BMS_SHARED__C","ALLOW_LUNCHEON_BMS__C","FLAGGED_FOR_DELETE_ON_BMS__C","SAMPLE_SEND_STATUS_VOD__C","FORM_FLAG_BMS_SHARED__C","SAMPLE_AUTHORIZATION_CERT_BMS_SHARED__C","SAMPLE_INELIGIBLE_BMS_SHARED__C","SAMPLE_STATUS_REASON_BMS_SHARED__C","ELIGIBILITY_QUESTIONS_UPDATED_DATE_BMS__C","MINI_BRICK_BMS_EMEA__C","CUSTOMER_MASTER_STATUS_VOD__C","CDS_EXPIRATION_DATE_VOD__C","CDS_VOD__C","ARE_25_OF_YOUR_PATIENTS_ADULTS_BMS_US__C","DO_YOU_ACCEPT_SAMPLES_BMS_US__C","DO_YOU_HAVE_INFUSION_CAPABIL_BMS_US__C","LICENSE_EXPIRATION_DATE_BMS_SHARED__C","NETWORK_SAMPLE_ELIGIBILITY_VOD__C","NETWORK_ASSMCA_ENTITY_ID_VOD__C","NETWORK_CDS_ENTITY_ID_VOD__C","NETWORK_DEA_ENTITY_ID_VOD__C","NETWORK_LICENSE_ENTITY_ID_VOD__C","ADDRESS_VISIT_PRESSURE_BMS_EMEA__C","MASTER_ALIGN_ID_VOD__C","ROLE_BMS_EMEA__C","ROLE_FORMULA_BMS_EMEA__C","STATE_BMS_EMEA__C","STATE_FORMULA_BMS_EMEA__C","CDS_STATUS_VOD__C","BUILDING_NAME_BMS_EMEA__C","REGION_BMS_EMEA__C"
"a01580000017VKVAA2","false","Псковская ул., 9 корп.1","012d0000000wwgQAAQ","2016-03-18T04:52:31.000Z","005d0000002bfc8AAA","2016-09-21T18:17:18.000Z","005d0000002bfc8AAA","2016-09-21T18:17:18.000Z","true","false","","","00158000003wklKAAQ","","Москва г","EU-250098879","","","","","","<a href=""http://maps.google.com/maps?f=q&amp;hl=en&amp;q=Псковская ул., 9 корп.1+Москва г"" target=""_blank"">map</a>","","false","true","License #123","2050-12-31","","false","","Valid_vod","","","","Valid","Valid","true","","false","true","RU","","127253","","Manual","19D87","","false","","true","false","false","false","Москва","","","","","false","false","","EU","Flag as Active","","","Flag as Active","ВикторияВащилова-Псковская ул., 9 корп.1,Москва г,Москва,127253","","true","","false","","","","","false","","","","","","","","","","","","","","","","","","","","a4Dd00000004KWdEAM","Москва","","","Москва"
"a01580000017TcAAAU","false","Pastoor Paquaylaan 129","012d0000000wwgQAAQ","2016-03-18T04:49:35.000Z","005d0000002bfc8AAA","2016-09-21T18:15:57.000Z","005d0000002bfc8AAA","2016-09-21T18:15:57.000Z","true","false","","","00158000003wkl4AAA","","Heusden (Limb.)","EU-249437511","","","","","","<a href=""http://maps.google.com/maps?f=q&amp;hl=en&amp;q=Pastoor Paquaylaan 129+Heusden (Limb.)"" target=""_blank"">map</a>","","false","true","License #123","2050-12-31","","false","","Valid_vod","","","","Valid","Valid","true","","false","true","BE","","3550","","Manual","74240","","false","","true","false","false","false","Limbourg","","","","","false","false","","EU","Flag as Active","","","Flag as Active","ElienBrants-Pastoor Paquaylaan 129,Heusden (Limb.),Limbourg,3550","","true","","false","","","","","false","","","","","","","","","","","","","","","","","","","","a4Dd00000004DwNEAU","Limbourg (BE)","","","Heusden (Limb.)"
"a01580000017U5SAAU","false","Avenue Jean-Joseph Crocq 15","012d0000000wwgQAAQ","2016-03-18T04:50:33.000Z","005d0000002bfc8AAA","2016-10-28T13:23:30.000Z","005d0000002bfc8AAA","2016-10-28T13:23:31.000Z","true","false","","","00158000003wkl5AAA","","Bruxelles","EU-250094103","","","","","","<a href=""http://maps.google.com/maps?f=q&amp;hl=en&amp;q=Avenue Jean-Joseph Crocq 15+Bruxelles"" target=""_blank"">map</a>","","false","true","License #123","2050-12-31","","false","","Valid_vod","","","","Valid","Valid","true","","false","true","BE","","1020","","Manual","20930","","false","","true","false","false","false","Brabant","","","","","false","false","","EU","Flag as Active","","","Flag as Active","XavierBeretta-Piccoli-Avenue Jean-Joseph Crocq 15,Bruxelles,Brabant,1020","","true","","false","","","","","false","","","","","","","","","","","","","","","","","","","","a4Dd00000004Du3EAE","Brabant (BE)","","","Bruxelles"
"a01580000017UXFAA2","false","Wilgenstraat 2","012d0000000wwgQAAQ","2016-03-18T04:51:17.000Z","005d0000002bfc8AAA","2016-09-21T18:16:40.000Z","005d0000002bfc8AAA","2016-09-21T18:16:40.000Z","true","false","","","00158000003wkl7AAA","","Roeselare","EU-250094327","","","","","","<a href=""http://maps.google.com/maps?f=q&amp;hl=en&amp;q=Wilgenstraat 2+Roeselare"" target=""_blank"">map</a>","","false","true","License #123","2050-12-31","","false","","Valid_vod","","","","Valid","Valid","true","","false","true","BE","","8800","","Manual","37120","","false","","true","false","false","false","Flandre Occidentale","","","","","false","false","","EU","Flag as Active","","","Flag as Active","JanFabre-Wilgenstraat 2,Roeselare,Flandre Occidentale,8800","","true","","false","","","","","false","","","","","","","","","","","","","","","","","","","","a4Dd00000004DvDEAU","Flandre Occidentale (BE)","","","Roeselare"
"a01580000017U3TAAU","false","Rue de Nivelles 240","012d0000000wwgQAAQ","2016-03-18T04:50:27.000Z","005d0000002bfc8AAA","2016-09-21T18:16:14.000Z","005d0000002bfc8AAA","2016-09-21T18:16:15.000Z","true","false","","","00158000003wkl8AAA","","Strépy-Bracquegnies","EU-250276541","","","","","","<a href=""http://maps.google.com/maps?f=q&amp;hl=en&amp;q=Rue de Nivelles 240+Strépy-Bracquegnies"" target=""_blank"">map</a>","","false","true","License #123","2050-12-31","","false","","Valid_vod","","","","Valid","Valid","true","","false","true","BE","","7110","","Manual","58220","","false","","true","false","false","false","Hainaut","","","","","false","false","","EU","Flag as Active","","","Flag as Active","Eun-SookScherf-Rue de Nivelles 240,Strépy-Bracquegnies,Hainaut,7110","","true","","false","","","","","false","","","","","","","","","","","","","","","","","","","","a4Dd00000004DvEEAU","Hainaut (BE)","","","Strépy-Bracquegnies"
"a01580000017U38AAE","false","Rue Haute 322","012d0000000wwgQAAQ","2016-03-18T04:50:27.000Z","005d0000002bfc8AAA","2016-09-21T18:16:16.000Z","005d0000002bfc8AAA","2016-09-21T18:16:16.000Z","true","false","","","00158000003wklBAAQ","","Bruxelles","EU-250276613","","","","","","<a href=""http://maps.google.com/maps?f=q&amp;hl=en&amp;q=Rue Haute 322+Bruxelles"" target=""_blank"">map</a>","","false","false","License #123","2050-12-31","","false","","Valid_vod","","","","Valid","Valid","true","","true","true","BE","","1000","","Manual","21330","","false","","true","false","false","false","Brabant","","","","","false","false","","EU","Flag for Delete","","","Flag for Delete","DominiqueDeWindt-Rue Haute 322,Bruxelles,Brabant,1000","","true","","false","2016-09-21T18:16:16.000Z","","","","false","","","","","","","","","","","","","","","","","","","","a4Dd00000004Du3EAE","Brabant (BE)","","","Bruxelles"
"a01580000017XPIAA2","false","Rue Nicolas Ernest Barble 4","012d0000000wwgQAAQ","2016-03-18T04:56:37.000Z","005d0000002bfc8AAA","2016-09-21T18:17:51.000Z","005d0000002bfc8AAA","2016-09-21T18:17:51.000Z","true","false","","","00158000003wkl9AAA","","Luxembourg","EU-249437570","","","","","","<a href=""http://maps.google.com/maps?f=q&amp;hl=en&amp;q=Rue Nicolas Ernest Barble 4+Luxembourg"" target=""_blank"">map</a>","","false","true","License #123","2050-12-31","","false","","Valid_vod","","","","Valid","Valid","true","","false","true","LU","","1210","","Manual","01000","","false","","true","false","false","false","Grand Duche Du Luxembourg","","","","","false","false","","EU","Flag as Active","","","Flag as Active","CindyGomesFerreira-Rue Nicolas Ernest Barble 4,Luxembourg,Grand Duche Du Luxembourg,1210","","true","","false","","","","","false","","","","","","","","","","","","","","","","","","","","a4Dd00000004DwOEAU","Grand Duche Du Luxembourg (BE)","","","Luxembourg"
"a01580000017VyOAAU","false","Chaussée de Charleroi 136","012d0000000wwgQAAQ","2016-03-18T04:53:40.000Z","005d0000002bfc8AAA","2016-09-21T18:16:53.000Z","005d0000002bfc8AAA","2016-09-21T18:16:53.000Z","true","false","","","00158000003wklAAAQ","","Jodoigne","EU-249860665","","","","","","<a href=""http://maps.google.com/maps?f=q&amp;hl=en&amp;q=Chaussée de Charleroi 136+Jodoigne"" target=""_blank"">map</a>","","false","true","License #123","2050-12-31","","false","","Valid_vod","","","","Valid","Valid","true","","false","true","BE","","1370","","Manual","28210","","false","","true","false","false","false","Brabant","","","","","false","false","","EU","Flag as Active","","","Flag as Active","MurielDeCoen-Chaussée de Charleroi 136,Jodoigne,Brabant,1370","","true","","false","","","","","false","","","","","","","","","","","","","","","","","","","","a4Dd00000004Du3EAE","Brabant (BE)","","","Jodoigne"
"a01580000017VyKAAU","false","Relanderinkatu 30","012d0000000wwgQAAQ","2016-03-18T04:53:40.000Z","005d0000002bfc8AAA","2016-09-21T18:16:55.000Z","005d0000002bfc8AAA","2016-09-21T18:16:55.000Z","true","false","","","00158000003wklFAAQ","","VARKAUS","EU-250276813","","","","","","<a href=""http://maps.google.com/maps?f=q&amp;hl=en&amp;q=Relanderinkatu 30+VARKAUS"" target=""_blank"">map</a>","","false","false","License #123","2050-12-31","","false","","Valid_vod","","","","Valid","Valid","true","","true","true","FI","","78200","","Manual","6311","","false","","true","false","false","false","Pohjois-Savo","","","","","false","false","","EU","Flag for Delete","","","Flag for Delete","SallaHämäläinen-Relanderinkatu 30,VARKAUS,Pohjois-Savo,78200","","true","","false","2016-09-21T18:16:54.000Z","","","","false","","","","","","","","","","","","","","","","","","","","a4Dd00000004Hg8EAE","Pohjois-Savo","","","Varkaus"
"a0158000001J4dPAAS","false","Rue Haute 322","012d0000000wwgQAAQ","2016-03-22T05:04:45.000Z","005d0000002bfc8AAA","2016-09-21T18:18:33.000Z","005d0000002bfc8AAA","2016-09-21T18:18:33.000Z","true","false","","","00158000003wklBAAQ","","Bruxelles","EU-250471837","","","","","","<a href=""http://maps.google.com/maps?f=q&amp;hl=en&amp;q=Rue Haute 322+Bruxelles"" target=""_blank"">map</a>","","false","true","License #123","2050-12-31","","false","","Valid_vod","","","","Valid","Valid","true","","false","true","BE","","1000","","Manual","21330","","false","","true","false","false","false","Brabant","","","","","false","false","","EU","Flag as Active","","","Flag as Active","DominiqueDeWindt-Rue Haute 322,Bruxelles,Brabant,1000","","true","","false","","","","","false","","","","","","","","","","","","","","","","","","","","a4Dd00000004Du3EAE","Brabant (BE)","","","Bruxelles"
"a01580000017UzOAAU","false","Boulevard Lalaing 39","012d0000000wwgQAAQ","2016-03-18T04:52:02.000Z","005d0000002bfc8AAA","2016-09-21T18:17:02.000Z","005d0000002bfc8AAA","2016-09-21T18:17:02.000Z","true","false","","","00158000003wklCAAQ","","Tournai","EU-222338010","","","","","","<a href=""http://maps.google.com/maps?f=q&amp;hl=en&amp;q=Boulevard Lalaing 39+Tournai"" target=""_blank"">map</a>","","false","false","License #123","2050-12-31","","false","","Valid_vod","","","","Valid","Valid","true","","true","true","BE","","7500","","Manual","56140","","false","","true","false","false","false","Hainaut","","","","","false","false","","EU","Flag for Delete","","","Flag for Delete","EddyLestienne-Boulevard Lalaing 39,Tournai,Hainaut,7500","","true","","false","2016-09-21T18:17:02.000Z","","","","false","","","","","","","","","","","","","","","","","","","","a4Dd00000004DvEEAU","Hainaut (BE)","","","Tournai"
"a01580000017XELAA2","false","Torikatu 25 A","012d0000000wwgQAAQ","2016-03-18T04:56:07.000Z","005d0000002bfc8AAA","2016-09-21T18:17:42.000Z","005d0000002bfc8AAA","2016-09-21T18:17:43.000Z","true","false","","","00158000003wklDAAQ","","JOENSUU","EU-250276663","","","","","","<a href=""http://maps.google.com/maps?f=q&amp;hl=en&amp;q=Torikatu 25 A+JOENSUU"" target=""_blank"">map</a>","","false","true","License #123","2050-12-31","","false","","Valid_vod","","","","Valid","Valid","true","","false","true","FI","","80100","","Manual","6203","","false","","true","false","false","false","Pohjois-Karjala","","","","","false","false","","EU","Flag as Active","","","Flag as Active","JarkkoNurminen-Torikatu 25 A,JOENSUU,Pohjois-Karjala,80100","","true","","false","","","","","false","","","","","","","","","","","","","","","","","","","","a4Dd00000004HfFEAU","Pohjois-Karjala","","","Joensuu"
"a01580000017UUCAA2","false","PL 6000","012d0000000wwgQAAQ","2016-03-18T04:51:08.000Z","005d0000002bfc8AAA","2016-09-21T18:16:37.000Z","005d0000002bfc8AAA","2016-09-21T18:16:38.000Z","true","false","","","00158000003wklEAAQ","","HELSINGIN KAUPUNKI","EU-249860702","","","","","","<a href=""http://maps.google.com/maps?f=q&amp;hl=en&amp;q=PL 6000+HELSINGIN KAUPUNKI"" target=""_blank"">map</a>","","false","false","License #123","2050-12-31","","false","","Valid_vod","","","","Valid","Valid","true","","false","true","FI","","00099","","Manual","5206","","false","","false","false","false","true","Helsinki","","","","","false","false","","EU","Flag as Active","","","Flag as Active","NataliaSertsenkova-PL 6000,HELSINGIN KAUPUNKI,Helsinki,00099","","true","","false","","","","","false","","","","","","","","","","","","","","","","","","","","a4Dd00000004HdkEAE","Helsinki","","","Helsingin kaupunki"
"a01580000017WpQAAU","false","Siltasaarenkatu 13","012d0000000wwgQAAQ","2016-03-18T04:54:57.000Z","005d0000002bfc8AAA","2016-09-21T18:17:27.000Z","005d0000002bfc8AAA","2016-09-21T18:17:27.000Z","true","false","","","00158000003wklEAAQ","","HELSINKI","EU-249860701","","","","","","<a href=""http://maps.google.com/maps?f=q&amp;hl=en&amp;q=Siltasaarenkatu 13+HELSINKI"" target=""_blank"">map</a>","","false","true","License #123","2050-12-31","","false","","Valid_vod","","","","Valid","Valid","true","","false","true","FI","","00530","","Manual","5205","","false","","true","false","false","false","Helsinki","","","","","false","false","","EU","Flag as Active","","","Flag as Active","NataliaSertsenkova-Siltasaarenkatu 13,HELSINKI,Helsinki,00530","","true","","false","","","","","false","","","","","","","","","","","","","","","","","","","","a4Dd00000004HdkEAE","Helsinki","","","Helsinki"
"a0158000001J6ceAAC","false","Torikuja 4","012d0000000wwgQAAQ","2016-03-22T05:09:13.000Z","005d0000002bfc8AAA","2016-09-21T18:18:51.000Z","005d0000002bfc8AAA","2016-09-21T18:18:51.000Z","true","false","","","00158000003wklFAAQ","","RAUTALAMPI","EU-250472522","","","","","","<a href=""http://maps.google.com/maps?f=q&amp;hl=en&amp;q=Torikuja 4+RAUTALAMPI"" target=""_blank"">map</a>","","false","true","License #123","2050-12-31","","false","","Valid_vod","","","","Valid","Valid","true","","false","true","FI","","77700","","Manual","6310","","false","","true","false","false","false","Pohjois-Savo","","","","","false","false","","EU","Flag as Active","","","Flag as Active","SallaHämäläinen-Torikuja 4,RAUTALAMPI,Pohjois-Savo,77700","","true","","false","","","","","false","","","","","","","","","","","","","","","","","","","","a4Dd00000004Hg8EAE","Pohjois-Savo","","","Rautalampi"
"a0158000006iodjAAA","false","Rue Des Sports 51","012d0000000wwgQAAQ","2016-06-01T06:32:27.000Z","005d0000002bfc8AAA","2016-09-22T07:32:28.000Z","005d0000002bfc8AAA","2016-09-22T07:32:28.000Z","true","false","","","00158000003wklCAAQ","","Tournai","EU-259503906","","","","","","<a href=""http://maps.google.com/maps?f=q&amp;hl=en&amp;q=Rue Des Sports 51+Tournai"" target=""_blank"">map</a>","","false","true","License #123","2050-12-31","","false","","Valid_vod","","","","Valid","Valid","true","","false","true","BE","","7500","","Manual","56140","","false","","true","false","false","false","Hainaut","","","","","false","false","","EU","Flag as Active","","","Flag as Active","EddyLestienne-Rue Des Sports 51,Tournai,Hainaut,7500","","true","","false","","","","","false","","","","","","","","","","","","","","","","","","","","a4Dd00000004DvEEAU","Hainaut (BE)","","","Tournai"
"a015800000A8bVNAAZ","false","Lohentie 13","012d0000000wwgQAAQ","2016-08-31T13:33:04.000Z","005d0000002bfc8AAA","2016-09-22T06:09:36.000Z","005d0000002bfc8AAA","2016-09-22T06:09:36.000Z","true","false","","","00158000003wklDAAQ","","JOENSUU","EU-273179875","","","","","","<a href=""http://maps.google.com/maps?f=q&amp;hl=en&amp;q=Lohentie 13+JOENSUU"" target=""_blank"">map</a>","","false","false","License #123","2050-12-31","","false","","Valid_vod","","","","Valid","Valid","true","","false","true","FI","","80170","","Manual","6203","","false","","true","false","false","false","Pohjois-Karjala","","","","","false","false","","EU","Flag as Active","","","Flag as Active","JarkkoNurminen-Lohentie 13,JOENSUU,Pohjois-Karjala,80170","","true","","false","","","","","false","","","","","","","","","","","","","","","","","","","","a4Dd00000004HfFEAU","Pohjois-Karjala","","","Joensuu"
"a0158000001K11vAAC","false","Avenue J.-D.-Maillard 11","012d0000000wwgQAAQ","2016-03-23T09:52:41.000Z","005d0000002bfc8AAA","2016-09-21T18:20:08.000Z","005d0000002bfc8AAA","2016-09-21T18:20:08.000Z","true","false","","","00158000003wkf1AAA","","Meyrin","EU-250870824","","","","","","<a href=""http://maps.google.com/maps?f=q&amp;hl=en&amp;q=Avenue J.-D.-Maillard 11+Meyrin"" target=""_blank"">map</a>","","false","true","License #123","2050-12-31","","false","","Valid_vod","","","","Valid","Valid","true","","false","true","CH","","1217","","Manual","2016","","false","","true","false","false","false","Genève","","","","","false","false","","EU","Flag as Active","","","Flag as Active","CédricLanier-Avenue J.-D.-Maillard 11,Meyrin,Genève,1217","","true","","false","","","","","false","","","","","","","","","","","","","","","","","","","","a4Dd00000004IeBEAU","Genève","","","Meyrin"
"a015800000IQL7gAAH","false","Route de L'Intyamon 113","012d0000000wwgQAAQ","2016-12-16T19:13:40.000Z","005d0000002bfc8AAA","2016-12-16T19:13:51.000Z","005d0000002bfc8AAA","2016-12-16T19:13:51.000Z","true","false","","","00158000003wkl0AAA","","La Tour-de-Trême","EU-290490432","","","","","","<a href=""http://maps.google.com/maps?f=q&amp;hl=en&amp;q=Route de L&#39;Intyamon 113+La Tour-de-Trême"" target=""_blank"">map</a>","","false","true","License #123","2050-12-31","","false","","Valid_vod","","","","Valid","Valid","true","","false","true","CH","","1635","","Manual","2082","","false","","true","false","false","false","Fribourg","","","","","false","false","","EU","Flag as Active","","","Flag as Active","LydieZufferey-Route de L'Intyamon 113,La Tour-de-Trême,Fribourg,1635","","true","","false","","","","","false","","","","","","","","","","","","","","","","","","","","a4Dd00000004IdwEAE","Fribourg","","","La Tour-de-Trême"
